BusinessEntityID,FirstName,LastName,Name,PhoneNumber,EmailAddress,JobTitle,MaritalStatus,Gender
6120,Noah,Hayes,0,115-555-0193,noah20@adventure-works.com,,,
6121,Latasha,Martin,0,126-555-0160,latasha0@adventure-works.com,,,
6122,Latasha,Gomez,0,1 (11) 500 555-0177,latasha1@adventure-works.com,,,
6123,Noah,Zhang,0,925-555-0143,noah21@adventure-works.com,,,
6124,Noah,Chen,0,324-555-0171,noah22@adventure-works.com,,,
6125,Latasha,Rowe,0,744-555-0184,latasha2@adventure-works.com,,,
6126,Latasha,Diaz,0,1 (11) 500 555-0152,latasha3@adventure-works.com,,,
6127,Noah,Yang,0,591-555-0114,noah23@adventure-works.com,,,
6128,Latasha,Alvarez,0,1 (11) 500 555-0177,latasha4@adventure-works.com,,,
6129,Noah,Lal,0,1 (11) 500 555-0126,noah24@adventure-works.com,,,
6130,Latasha,Jimenez,0,1 (11) 500 555-0118,latasha5@adventure-works.com,,,
6131,Daisy,Vazquez,0,1 (11) 500 555-0138,daisy9@adventure-works.com,,,
6132,Latasha,Moreno,0,1 (11) 500 555-0166,latasha6@adventure-works.com,,,
6133,Latasha,Munoz,0,1 (11) 500 555-0118,latasha7@adventure-works.com,,,
6134,Latasha,Alonso,0,1 (11) 500 555-0110,latasha8@adventure-works.com,,,
6135,Latasha,Romero,0,1 (11) 500 555-0152,latasha9@adventure-works.com,,,
6136,Noah,Shan,0,164-555-0113,noah25@adventure-works.com,,,
6137,Noah,Jai,0,452-555-0118,noah26@adventure-works.com,,,
6138,Latasha,Navarro,0,1 (11) 500 555-0123,latasha10@adventure-works.com,,,
6139,Robert,Ross,0,904-555-0173,robert17@adventure-works.com,,,
6140,Robert,Henderson,0,259-555-0116,robert18@adventure-works.com,,,
6141,Robert,Coleman,0,284-555-0154,robert19@adventure-works.com,,,
6142,Latasha,Gutierrez,0,1 (11) 500 555-0186,latasha11@adventure-works.com,,,
6143,Robert,Jenkins,0,875-555-0192,robert20@adventure-works.com,,,
6144,Robert,Perry,0,957-555-0191,robert21@adventure-works.com,,,
6145,Latasha,Dominguez,0,1 (11) 500 555-0158,latasha12@adventure-works.com,,,
6146,Robert,Powell,0,619-555-0166,robert22@adventure-works.com,,,
6147,Robert,Long,0,925-555-0172,robert23@adventure-works.com,,,
6148,Latasha,Gill,0,1 (11) 500 555-0121,latasha13@adventure-works.com,,,
6149,Robert,Patterson,0,1 (11) 500 555-0171,robert24@adventure-works.com,,,
6150,Latasha,Vazquez,0,1 (11) 500 555-0125,latasha14@adventure-works.com,,,
6151,Daisy,Blanco,0,1 (11) 500 555-0113,daisy10@adventure-works.com,,,
6152,Latasha,Bradley,0,1 (11) 500 555-0165,latasha15@adventure-works.com,,,
6153,Latasha,Serrano,0,424-555-0119,latasha16@adventure-works.com,,,
6154,Robert,Flores,0,165-555-0125,robert25@adventure-works.com,,,
6155,Robert,Washington,0,838-555-0173,robert26@adventure-works.com,,,
6156,Latasha,Ramos,0,1 (11) 500 555-0186,latasha17@adventure-works.com,,,
6157,Robert,Butler,0,1 (11) 500 555-0112,robert27@adventure-works.com,,,
6158,Latasha,Carlson,0,1 (11) 500 555-0153,latasha18@adventure-works.com,,,
6159,Latasha,Suarez,0,1 (11) 500 555-0180,latasha19@adventure-works.com,,,
6160,Latasha,Sanz,0,1 (11) 500 555-0192,latasha20@adventure-works.com,,,
6161,Robert,Foster,0,963-555-0171,robert28@adventure-works.com,,,
6162,Latasha,Rubio,0,1 (11) 500 555-0178,latasha21@adventure-works.com,,,
6163,Robert,Bryant,0,243-555-0174,robert29@adventure-works.com,,,
6164,Latasha,Ortega,0,1 (11) 500 555-0161,latasha22@adventure-works.com,,,
6165,Robert,Alexander,0,318-555-0116,robert30@adventure-works.com,,,
6166,Robert,Russell,0,375-555-0116,robert31@adventure-works.com,,,
6167,Cheryl,Martin,0,1 (11) 500 555-0143,cheryl2@adventure-works.com,,,
6168,Robert,Griffin,0,684-555-0160,robert32@adventure-works.com,,,
6169,Robert,Diaz,0,694-555-0162,robert33@adventure-works.com,,,
6170,Robert,Hayes,0,117-555-0135,robert34@adventure-works.com,,,
6171,Robert,Zhang,0,163-555-0111,robert35@adventure-works.com,,,
6172,Daisy,Serrano,0,1 (11) 500 555-0158,daisy11@adventure-works.com,,,
6173,Cheryl,Ruiz,0,1 (11) 500 555-0121,cheryl3@adventure-works.com,,,
6174,Cheryl,Diaz,0,1 (11) 500 555-0192,cheryl4@adventure-works.com,,,
6175,Cheryl,Hernandez,0,1 (11) 500 555-0137,cheryl5@adventure-works.com,,,
6176,Robert,Wang,0,641-555-0146,robert36@adventure-works.com,,,
6177,Cheryl,Alvarez,0,1 (11) 500 555-0154,cheryl6@adventure-works.com,,,
6178,Robert,Chen,0,806-555-0157,robert37@adventure-works.com,,,
6179,Robert,Li,0,787-555-0152,robert38@adventure-works.com,,,
6180,Cheryl,Jiménez,0,1 (11) 500 555-0165,cheryl7@adventure-works.com,,,
6181,Robert,Yang,0,132-555-0155,robert39@adventure-works.com,,,
6182,Cheryl,Moreno,0,1 (11) 500 555-0110,cheryl8@adventure-works.com,,,
6183,Cheryl,Munoz,0,1 (11) 500 555-0121,cheryl9@adventure-works.com,,,
6184,Cheryl,Alan,0,1 (11) 500 555-0179,cheryl10@adventure-works.com,,,
6185,Cheryl,Romero,0,1 (11) 500 555-0159,cheryl11@adventure-works.com,,,
6186,Robert,Kumar,0,1 (11) 500 555-0129,robert40@adventure-works.com,,,
6187,Robert,Lal,0,130-555-0176,robert41@adventure-works.com,,,
6188,Cheryl,Navarro,0,1 (11) 500 555-0190,cheryl12@adventure-works.com,,,
6189,Daisy,Ramos,0,1 (11) 500 555-0177,daisy12@adventure-works.com,,,
6190,Cheryl,Gutierrez,0,1 (11) 500 555-0117,cheryl13@adventure-works.com,,,
6191,Robert,Shan,0,556-555-0193,robert42@adventure-works.com,,,
6192,Robert,Jai,0,359-555-0188,robert43@adventure-works.com,,,
6193,Cheryl,Torres,0,1 (11) 500 555-0115,cheryl14@adventure-works.com,,,
6194,Jose,Ross,0,502-555-0179,jose27@adventure-works.com,,,
6195,Jose,Henderson,0,580-555-0119,jose28@adventure-works.com,,,
6196,Jose,Coleman,0,960-555-0194,jose29@adventure-works.com,,,
6197,Cheryl,Dominguez,0,271-555-0119,cheryl15@adventure-works.com,,,
6198,Jose,Jenkins,0,159-555-0110,jose30@adventure-works.com,,,
6199,Cheryl,Gill,0,1 (11) 500 555-0121,cheryl16@adventure-works.com,,,
6200,Jose,Perry,0,1 (11) 500 555-0115,jose31@adventure-works.com,,,
6201,Cheryl,Vazquez,0,1 (11) 500 555-0151,cheryl17@adventure-works.com,,,
6202,Cheryl,Blanco,0,1 (11) 500 555-0118,cheryl18@adventure-works.com,,,
6203,Jose,Long,0,669-555-0153,jose32@adventure-works.com,,,
6204,Cheryl,Serrano,0,1 (11) 500 555-0126,cheryl19@adventure-works.com,,,
6205,Jose,Patterson,0,768-555-0153,jose33@adventure-works.com,,,
6206,Cheryl,Ramos,0,1 (11) 500 555-0135,cheryl20@adventure-works.com,,,
6207,Jose,Hughes,0,163-555-0158,jose34@adventure-works.com,,,
6208,Cheryl,Carlson,0,1 (11) 500 555-0161,cheryl21@adventure-works.com,,,
6209,Christian,Simmons,0,472-555-0138,christian2@adventure-works.com,,,
6210,Cheryl,Suarez,0,1 (11) 500 555-0191,cheryl22@adventure-works.com,,,
6211,Christian,Foster,0,650-555-0164,christian3@adventure-works.com,,,
6212,Christian,Gonzales,0,595-555-0112,christian4@adventure-works.com,,,
6213,Christian,Bryant,0,448-555-0169,christian5@adventure-works.com,,,
6214,Daisy,Carlson,0,1 (11) 500 555-0194,daisy13@adventure-works.com,,,
6215,Cheryl,Sanz,0,1 (11) 500 555-0113,cheryl23@adventure-works.com,,,
6216,Christian,Alexander,0,106-555-0116,christian6@adventure-works.com,,,
6217,Christian,Russell,0,1 (11) 500 555-0185,christian7@adventure-works.com,,,
6218,Christian,Griffin,0,585-555-0172,christian8@adventure-works.com,,,
6219,Cheryl,Ortega,0,354-555-0177,cheryl24@adventure-works.com,,,
6220,Christian,Hayes,0,1 (11) 500 555-0162,christian9@adventure-works.com,,,
6221,Janet,Martin,0,1 (11) 500 555-0186,janet5@adventure-works.com,,,
6222,Janet,Gomez,0,1 (11) 500 555-0196,janet6@adventure-works.com,,,
6223,Christian,Zhang,0,346-555-0177,christian10@adventure-works.com,,,
6224,Janet,Ruiz,0,1 (11) 500 555-0139,janet7@adventure-works.com,,,
6225,Janet,Diaz,0,1 (11) 500 555-0117,janet8@adventure-works.com,,,
6226,Christian,Wang,0,186-555-0185,christian11@adventure-works.com,,,
6227,Christian,Chen,0,277-555-0186,christian12@adventure-works.com,,,
6228,Christian,Yang,0,660-555-0176,christian13@adventure-works.com,,,
6229,Janet,Alvarez,0,1 (11) 500 555-0184,janet9@adventure-works.com,,,
6230,Janet,Jimenez,0,1 (11) 500 555-0119,janet10@adventure-works.com,,,
6231,Christian,Kumar,0,226-555-0182,christian14@adventure-works.com,,,
6232,Christian,Lal,0,423-555-0171,christian15@adventure-works.com,,,
6233,Christian,Sharma,0,1 (11) 500 555-0159,christian16@adventure-works.com,,,
6234,Damien,Liu,0,1 (11) 500 555-0189,damien3@adventure-works.com,,,
6235,Daisy,Suarez,0,1 (11) 500 555-0178,daisy14@adventure-works.com,,,
6236,Janet,Moreno,0,1 (11) 500 555-0127,janet11@adventure-works.com,,,
6237,Christian,Shan,0,240-555-0110,christian17@adventure-works.com,,,
6238,Janet,Munoz,0,1 (11) 500 555-0148,janet12@adventure-works.com,,,
6239,Janet,Alonso,0,1 (11) 500 555-0112,janet13@adventure-works.com,,,
6240,Austin,Henderson,0,246-555-0175,austin0@adventure-works.com,,,
6241,Janet,Romero,0,449-555-0114,janet14@adventure-works.com,,,
6242,Austin,Coleman,0,1 (11) 500 555-0167,austin1@adventure-works.com,,,
6243,Austin,Jenkins,0,280-555-0155,austin2@adventure-works.com,,,
6244,Janet,Navarro,0,1 (11) 500 555-0112,janet15@adventure-works.com,,,
6245,Austin,Perry,0,716-555-0137,austin3@adventure-works.com,,,
6246,Austin,Powell,0,442-555-0132,austin4@adventure-works.com,,,
6247,Austin,Long,0,412-555-0173,austin5@adventure-works.com,,,
6248,Janet,Gutierrez,0,857-555-0148,janet16@adventure-works.com,,,
6249,Austin,Patterson,0,245-555-0172,austin6@adventure-works.com,,,
6250,Austin,Hughes,0,332-555-0111,austin7@adventure-works.com,,,
6251,Austin,Flores,0,690-555-0141,austin8@adventure-works.com,,,
6252,Austin,Washington,0,805-555-0170,austin9@adventure-works.com,,,
6253,Janet,Torres,0,1 (11) 500 555-0177,janet17@adventure-works.com,,,
6254,Austin,Butler,0,1 (11) 500 555-0190,austin10@adventure-works.com,,,
6255,Austin,Simmons,0,270-555-0123,austin11@adventure-works.com,,,
6256,Janet,Dominguez,0,142-555-0139,janet18@adventure-works.com,,,
6257,Janet,Gill,0,921-555-0114,janet19@adventure-works.com,,,
6258,Austin,Foster,0,154-555-0151,austin12@adventure-works.com,,,
6259,Janet,Vazquez,0,1 (11) 500 555-0142,janet20@adventure-works.com,,,
6260,Austin,Gonzales,0,678-555-0120,austin13@adventure-works.com,,,
6261,Austin,Bryant,0,537-555-0113,austin14@adventure-works.com,,,
6262,Daisy,Sanz,0,1 (11) 500 555-0166,daisy15@adventure-works.com,,,
6263,Janet,Browning,0,1 (11) 500 555-0152,janet21@adventure-works.com,,,
6264,Janet,Serrano,0,1 (11) 500 555-0135,janet22@adventure-works.com,,,
6265,Janet,Ramos,0,1 (11) 500 555-0159,janet23@adventure-works.com,,,
6266,Austin,Alexander,0,1 (11) 500 555-0140,austin15@adventure-works.com,,,
6267,Austin,Russell,0,256-555-0186,austin16@adventure-works.com,,,
6268,Janet,Carlson,0,1 (11) 500 555-0115,janet24@adventure-works.com,,,
6269,Austin,Griffin,0,372-555-0193,austin17@adventure-works.com,,,
6270,Austin,Diaz,0,1 (11) 500 555-0162,austin18@adventure-works.com,,,
6271,Austin,Hayes,0,954-555-0119,austin19@adventure-works.com,,,
6272,Janet,Suarez,0,1 (11) 500 555-0168,janet25@adventure-works.com,,,
6273,Janet,Sanz,0,1 (11) 500 555-0165,janet26@adventure-works.com,,,
6274,Austin,Zhang,0,952-555-0132,austin20@adventure-works.com,,,
6275,Austin,Wang,0,224-555-0124,austin21@adventure-works.com,,,
6276,Janet,Ortega,0,1 (11) 500 555-0182,janet27@adventure-works.com,,,
6277,Austin,Chen,0,1 (11) 500 555-0119,austin22@adventure-works.com,,,
6278,Kristine,Martin,0,1 (11) 500 555-0191,kristine1@adventure-works.com,,,
6279,Austin,Li,0,905-555-0149,austin23@adventure-works.com,,,
6280,Austin,Yang,0,188-555-0115,austin24@adventure-works.com,,,
6281,Kristine,Gomez,0,1 (11) 500 555-0173,kristine2@adventure-works.com,,,
6282,Austin,Kumar,0,216-555-0183,austin25@adventure-works.com,,,
6283,Austin,Lal,0,541-555-0141,austin26@adventure-works.com,,,
6284,Daisy,Rubio,0,1 (11) 500 555-0114,daisy16@adventure-works.com,,,
6285,Kristine,Ruiz,0,1 (11) 500 555-0116,kristine3@adventure-works.com,,,
6286,Austin,Sharma,0,121-555-0169,austin27@adventure-works.com,,,
6287,Austin,Shan,0,833-555-0111,austin28@adventure-works.com,,,
6288,Kristine,Diaz,0,1 (11) 500 555-0193,kristine4@adventure-works.com,,,
6289,Austin,Jai,0,578-555-0160,austin29@adventure-works.com,,,
6290,Kristine,Hernandez,0,1 (11) 500 555-0140,kristine5@adventure-works.com,,,
6291,Cameron,Henderson,0,143-555-0130,cameron0@adventure-works.com,,,
6292,Kristine,Alvarez,0,1 (11) 500 555-0146,kristine6@adventure-works.com,,,
6293,Cameron,Coleman,0,847-555-0174,cameron1@adventure-works.com,,,
6294,Cameron,Perry,0,922-555-0163,cameron2@adventure-works.com,,,
6295,Cameron,Powell,0,139-555-0132,cameron3@adventure-works.com,,,
6296,Cameron,Long,0,1 (11) 500 555-0161,cameron4@adventure-works.com,,,
6297,Cameron,Patterson,0,1 (11) 500 555-0198,cameron5@adventure-works.com,,,
6298,Cameron,Hughes,0,287-555-0142,cameron6@adventure-works.com,,,
6299,Kristine,Moreno,0,1 (11) 500 555-0119,kristine7@adventure-works.com,,,
6300,Kristine,Munoz,0,1 (11) 500 555-0146,kristine8@adventure-works.com,,,
6301,Cameron,Flores,0,979-555-0198,cameron7@adventure-works.com,,,
6302,Kristine,Alonso,0,1 (11) 500 555-0163,kristine9@adventure-works.com,,,
6303,Cameron,Washington,0,809-555-0161,cameron8@adventure-works.com,,,
6304,Cameron,Butler,0,829-555-0110,cameron9@adventure-works.com,,,
6305,Cameron,Simmons,0,774-555-0152,cameron10@adventure-works.com,,,
6306,Kristine,Romero,0,1 (11) 500 555-0179,kristine10@adventure-works.com,,,
6307,Kristine,Navarro,0,1 (11) 500 555-0178,kristine11@adventure-works.com,,,
6308,Cameron,Foster,0,120-555-0136,cameron11@adventure-works.com,,,
6309,Cameron,Gonzales,0,536-555-0117,cameron12@adventure-works.com,,,
6310,Daisy,Ortega,0,506-555-0155,daisy17@adventure-works.com,,,
6311,Kristine,Gutierrez,0,1 (11) 500 555-0116,kristine12@adventure-works.com,,,
6312,Cameron,Bryant,0,973-555-0195,cameron13@adventure-works.com,,,
6313,Kristine,Dominguez,0,1 (11) 500 555-0184,kristine13@adventure-works.com,,,
6314,Kristine,Gill,0,1 (11) 500 555-0127,kristine14@adventure-works.com,,,
6315,Cameron,Alexander,0,399-555-0196,cameron14@adventure-works.com,,,
6316,Cameron,Russell,0,144-555-0132,cameron15@adventure-works.com,,,
6317,Kristine,Vazquez,0,1 (11) 500 555-0156,kristine15@adventure-works.com,,,
6318,Cameron,Griffin,0,319-555-0148,cameron16@adventure-works.com,,,
6319,Kristine,Blanco,0,1 (11) 500 555-0179,kristine16@adventure-works.com,,,
6320,Cameron,Diaz,0,517-555-0180,cameron17@adventure-works.com,,,
6321,Cameron,Hayes,0,857-555-0113,cameron18@adventure-works.com,,,
6322,Kristine,Serrano,0,1 (11) 500 555-0178,kristine17@adventure-works.com,,,
6323,Kristine,Ramos,0,1 (11) 500 555-0130,kristine18@adventure-works.com,,,
6324,Cameron,Zhang,0,193-555-0131,cameron19@adventure-works.com,,,
6325,Cameron,Wang,0,602-555-0169,cameron20@adventure-works.com,,,
6326,Kristine,Carlson,0,1 (11) 500 555-0172,kristine19@adventure-works.com,,,
6327,Kristine,Suarez,0,1 (11) 500 555-0187,kristine20@adventure-works.com,,,
6328,Cameron,Chen,0,298-555-0161,cameron21@adventure-works.com,,,
6329,Raquel,Hernandez,0,1 (11) 500 555-0173,raquel2@adventure-works.com,,,
6330,Kristine,Sandberg,0,1 (11) 500 555-0182,kristine21@adventure-works.com,,,
6331,Cameron,Li,0,717-555-0118,cameron22@adventure-works.com,,,
6332,Cameron,Yang,0,743-555-0192,cameron23@adventure-works.com,,,
6333,Cameron,Kumar,0,571-555-0120,cameron24@adventure-works.com,,,
6334,Cameron,Lal,0,906-555-0115,cameron25@adventure-works.com,,,
6335,Kristine,Ortega,0,403-555-0196,kristine22@adventure-works.com,,,
6336,Cameron,Sharma,0,1 (11) 500 555-0158,cameron26@adventure-works.com,,,
6337,Cameron,Shan,0,1 (11) 500 555-0138,cameron27@adventure-works.com,,,
6338,Jacquelyn,Martin,0,1 (11) 500 555-0177,jacquelyn0@adventure-works.com,,,
6339,Cameron,Jai,0,366-555-0160,cameron28@adventure-works.com,,,
6340,James,Ross,0,154-555-0163,james19@adventure-works.com,,,
6341,Jacquelyn,Gomez,0,1 (11) 500 555-0115,jacquelyn1@adventure-works.com,,,
6342,James,Henderson,0,174-555-0123,james20@adventure-works.com,,,
6343,Jacquelyn,Ruiz,0,1 (11) 500 555-0141,jacquelyn2@adventure-works.com,,,
6344,Jacquelyn,Diaz,0,1 (11) 500 555-0185,jacquelyn3@adventure-works.com,,,
6345,James,Coleman,0,387-555-0129,james21@adventure-works.com,,,
6346,James,Jenkins,0,990-555-0196,james22@adventure-works.com,,,
6347,Jacquelyn,Hernandez,0,1 (11) 500 555-0149,jacquelyn4@adventure-works.com,,,
6348,Jacquelyn,Jimenez,0,1 (11) 500 555-0122,jacquelyn5@adventure-works.com,,,
6349,James,Perry,0,706-555-0117,james23@adventure-works.com,,,
6350,James,Powell,0,380-555-0195,james24@adventure-works.com,,,
6351,Raquel,Alvarez,0,1 (11) 500 555-0122,raquel3@adventure-works.com,,,
6352,Jacquelyn,Moreno,0,174-555-0120,jacquelyn6@adventure-works.com,,,
6353,James,Long,0,1 (11) 500 555-0118,james25@adventure-works.com,,,
6354,Jacquelyn,Munoz,0,1 (11) 500 555-0116,jacquelyn7@adventure-works.com,,,
6355,James,Patterson,0,596-555-0114,james26@adventure-works.com,,,
6356,Jacquelyn,Alonso,0,1 (11) 500 555-0118,jacquelyn8@adventure-works.com,,,
6357,Jacquelyn,Romero,0,1 (11) 500 555-0171,jacquelyn9@adventure-works.com,,,
6358,Jacquelyn,Navarro,0,1 (11) 500 555-0132,jacquelyn10@adventure-works.com,,,
6359,Jacquelyn,Gutierrez,0,1 (11) 500 555-0161,jacquelyn11@adventure-works.com,,,
6360,Jacquelyn,Torres,0,1 (11) 500 555-0116,jacquelyn12@adventure-works.com,,,
6361,Jacquelyn,Dominguez,0,1 (11) 500 555-0134,jacquelyn13@adventure-works.com,,,
6362,Jacquelyn,Gill,0,1 (11) 500 555-0130,jacquelyn14@adventure-works.com,,,
6363,Jacquelyn,Vazquez,0,1 (11) 500 555-0199,jacquelyn15@adventure-works.com,,,
6364,Jacquelyn,Blanco,0,1 (11) 500 555-0116,jacquelyn16@adventure-works.com,,,
6365,James,Hughes,0,525-555-0165,james27@adventure-works.com,,,
6366,Jacquelyn,Serrano,0,1 (11) 500 555-0115,jacquelyn17@adventure-works.com,,,
6367,James,Flores,0,1 (11) 500 555-0147,james28@adventure-works.com,,,
6368,James,Washington,0,1 (11) 500 555-0181,james29@adventure-works.com,,,
6369,James,Butler,0,901-555-0171,james30@adventure-works.com,,,
6370,James,Simmons,0,151-555-0130,james31@adventure-works.com,,,
6371,Jacquelyn,Ramos,0,1 (11) 500 555-0125,jacquelyn18@adventure-works.com,,,
6372,Jacquelyn,Castro,0,1 (11) 500 555-0135,jacquelyn19@adventure-works.com,,,
6373,James,Gonzales,0,988-555-0116,james32@adventure-works.com,,,
6374,James,Bryant,0,1 (11) 500 555-0122,james33@adventure-works.com,,,
6375,James,Alexander,0,847-555-0149,james34@adventure-works.com,,,
6376,James,Russell,0,503-555-0179,james35@adventure-works.com,,,
6377,Jacquelyn,Suarez,0,1 (11) 500 555-0169,jacquelyn20@adventure-works.com,,,
6378,Jacquelyn,Saunders,0,574-555-0154,jacquelyn21@adventure-works.com,,,
6379,James,Griffin,0,387-555-0113,james36@adventure-works.com,,,
6380,James,Diaz,0,632-555-0118,james37@adventure-works.com,,,
6381,Jacquelyn,Rowe,0,1 (11) 500 555-0197,jacquelyn22@adventure-works.com,,,
6382,Jacquelyn,Ortega,0,919-555-0119,jacquelyn23@adventure-works.com,,,
6383,James,Hayes,0,760-555-0121,james38@adventure-works.com,,,
6384,James,Zhang,0,1 (11) 500 555-0129,james39@adventure-works.com,,,
6385,Ramon,Zhang,0,1 (11) 500 555-0136,ramon0@adventure-works.com,,,
6386,James,West,0,1 (11) 500 555-0187,james40@adventure-works.com,,,
6387,James,Chen,0,143-555-0119,james41@adventure-works.com,,,
6388,James,Li,0,989-555-0137,james42@adventure-works.com,,,
6389,James,Yang,0,424-555-0139,james43@adventure-works.com,,,
6390,James,Kumar,0,986-555-0139,james44@adventure-works.com,,,
6391,Raquel,Moreno,0,1 (11) 500 555-0121,raquel4@adventure-works.com,,,
6392,Ramon,Chen,0,1 (11) 500 555-0116,ramon1@adventure-works.com,,,
6393,James,Lal,0,793-555-0193,james45@adventure-works.com,,,
6394,Ramon,Li,0,1 (11) 500 555-0117,ramon2@adventure-works.com,,,
6395,James,Sharma,0,1 (11) 500 555-0153,james46@adventure-works.com,,,
6396,James,Shan,0,520-555-0123,james47@adventure-works.com,,,
6397,Ramon,Liu,0,292-555-0156,ramon3@adventure-works.com,,,
6398,James,Jai,0,192-555-0122,james48@adventure-works.com,,,
6399,Jonathan,Ross,0,553-555-0137,jonathan3@adventure-works.com,,,
6400,Ramon,Yang,0,1 (11) 500 555-0150,ramon4@adventure-works.com,,,
6401,Jonathan,Henderson,0,149-555-0113,jonathan4@adventure-works.com,,,
6402,Jonathan,Coleman,0,225-555-0129,jonathan5@adventure-works.com,,,
6403,Ramon,Huang,0,144-555-0194,ramon5@adventure-works.com,,,
6404,Jonathan,Jenkins,0,1 (11) 500 555-0110,jonathan6@adventure-works.com,,,
6405,Jonathan,Perry,0,909-555-0148,jonathan7@adventure-works.com,,,
6406,Jonathan,Powell,0,366-555-0165,jonathan8@adventure-works.com,,,
6407,Jonathan,Long,0,145-555-0164,jonathan9@adventure-works.com,,,
6408,Jonathan,Patterson,0,327-555-0114,jonathan10@adventure-works.com,,,
6409,Jonathan,Hughes,0,847-555-0120,jonathan11@adventure-works.com,,,
6410,Jonathan,Flores,0,137-555-0157,jonathan12@adventure-works.com,,,
6411,Ramon,Wu,0,1 (11) 500 555-0181,ramon6@adventure-works.com,,,
6412,Ramon,Lin,0,1 (11) 500 555-0194,ramon7@adventure-works.com,,,
6413,Ramon,Zhou,0,1 (11) 500 555-0164,ramon8@adventure-works.com,,,
6414,Jonathan,Washington,0,949-555-0111,jonathan13@adventure-works.com,,,
6415,Jonathan,Butler,0,380-555-0156,jonathan14@adventure-works.com,,,
6416,Ramon,Ye,0,1 (11) 500 555-0143,ramon9@adventure-works.com,,,
6417,Jonathan,Foster,0,222-555-0131,jonathan15@adventure-works.com,,,
6418,Jonathan,Gonzales,0,419-555-0193,jonathan16@adventure-works.com,,,
6419,Jonathan,Bryant,0,1 (11) 500 555-0115,jonathan17@adventure-works.com,,,
6420,Ramon,Zhao,0,1 (11) 500 555-0192,ramon10@adventure-works.com,,,
6421,Jonathan,Alexander,0,150-555-0187,jonathan18@adventure-works.com,,,
6422,Ramon,Lu,0,1 (11) 500 555-0196,ramon11@adventure-works.com,,,
6423,Jonathan,Russell,0,1 (11) 500 555-0149,jonathan19@adventure-works.com,,,
6424,Jonathan,Griffin,0,121-555-0113,jonathan20@adventure-works.com,,,
6425,Jonathan,Diaz,0,114-555-0149,jonathan21@adventure-works.com,,,
6426,Jonathan,Hayes,0,1 (11) 500 555-0194,jonathan22@adventure-works.com,,,
6427,Ramon,Xu,0,1 (11) 500 555-0193,ramon12@adventure-works.com,,,
6428,Jonathan,Zhang,0,1 (11) 500 555-0164,jonathan23@adventure-works.com,,,
6429,Ramon,Gao,0,1 (11) 500 555-0118,ramon13@adventure-works.com,,,
6430,Ramon,Ma,0,410-555-0133,ramon14@adventure-works.com,,,
6431,Jonathan,Chen,0,513-555-0125,jonathan24@adventure-works.com,,,
6432,Ramon,Guo,0,1 (11) 500 555-0169,ramon15@adventure-works.com,,,
6433,Ramon,He,0,1 (11) 500 555-0142,ramon16@adventure-works.com,,,
6434,Jonathan,Li,0,873-555-0185,jonathan25@adventure-works.com,,,
6435,Jonathan,Yang,0,114-555-0137,jonathan26@adventure-works.com,,,
6436,Ramon,Zheng,0,1 (11) 500 555-0119,ramon17@adventure-works.com,,,
6437,Jonathan,Lal,0,726-555-0190,jonathan27@adventure-works.com,,,
6438,Raquel,Alonso,0,1 (11) 500 555-0175,raquel5@adventure-works.com,,,
6439,Ramon,Hu,0,1 (11) 500 555-0185,ramon18@adventure-works.com,,,
6440,Jonathan,Shan,0,671-555-0199,jonathan28@adventure-works.com,,,
6441,Ramón,Cai,0,1 (11) 500 555-0160,ramón19@adventure-works.com,,,
6442,Jonathan,Jai,0,194-555-0143,jonathan29@adventure-works.com,,,
6443,Ramon,Zeng,0,1 (11) 500 555-0111,ramon20@adventure-works.com,,,
6444,Ramon,She,0,1 (11) 500 555-0115,ramon21@adventure-works.com,,,
6445,Logan,Ross,0,315-555-0143,logan6@adventure-works.com,,,
6446,Logan,Henderson,0,154-555-0134,logan7@adventure-works.com,,,
6447,Ernest,Zhang,0,429-555-0131,ernest0@adventure-works.com,,,
6448,Logan,Coleman,0,107-555-0161,logan8@adventure-works.com,,,
6449,Ernest,Wang,0,212-555-0184,ernest1@adventure-works.com,,,
6450,Logan,Jenkins,0,733-555-0189,logan9@adventure-works.com,,,
6451,Ernest,Chen,0,1 (11) 500 555-0177,ernest2@adventure-works.com,,,
6452,Logan,Perry,0,988-555-0121,logan10@adventure-works.com,,,
6453,Logan,Powell,0,499-555-0163,logan11@adventure-works.com,,,
6454,Logan,Long,0,976-555-0114,logan12@adventure-works.com,,,
6455,Ernest,Li,0,1 (11) 500 555-0125,ernest3@adventure-works.com,,,
6456,Ernest,Liu,0,1 (11) 500 555-0185,ernest4@adventure-works.com,,,
6457,Logan,Patterson,0,703-555-0171,logan13@adventure-works.com,,,
6458,Logan,Hughes,0,1 (11) 500 555-0117,logan14@adventure-works.com,,,
6459,Logan,Flores,0,429-555-0159,logan15@adventure-works.com,,,
6460,Logan,Washington,0,944-555-0179,logan16@adventure-works.com,,,
6461,Raquel,Romero,0,1 (11) 500 555-0113,raquel6@adventure-works.com,,,
6462,Ernest,Huang,0,1 (11) 500 555-0126,ernest5@adventure-works.com,,,
6463,Ernest,Wu,0,1 (11) 500 555-0139,ernest6@adventure-works.com,,,
6464,Ernest,Lin,0,1 (11) 500 555-0190,ernest7@adventure-works.com,,,
6465,Logan,Foster,0,284-555-0198,logan17@adventure-works.com,,,
